STATUT AMM,STATUT COMMERCIALISATION,SPECIALITE,DOSAGE,FORME,PRESENTATION,PP GN,SUBSTANCE ACTIVE,CLASSE THERAPEUTIQUE,EPI,PPV,PH,PFHT,CODE,TVA
AMM ENREGISTREE,Commercialisé,ENOXA,"4000 UI ANTI XA / 0,4 ML",SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE,BOITE DE 2 SERINGUES DE 1 ML,GN,ENOXAPARINE (SODIQUE),CANCEROLOGIE-HEMATOLOGIE,HEMOLAB PHARMA,"110,20","68,90","65,60",2054,
AMM ENREGISTREE,Commercialisé,ENOXA,"6000 UI ANTI XA / 0,6 ML",SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE,BOITE DE 2 SERINGUES DE 1 ML,GN,ENOXAPARINE (SODIQUE),CANCEROLOGIE-HEMATOLOGIE,HEMOLAB PHARMA,"134,60","84,10","80,12",2055,
AMM ENREGISTREE,Commercialisé,ENOXA,"8000 UI ANTI XA / 0,8 ML",SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE,BOITE DE 2 SERINGUES DE 1 ML,GN,ENOXAPARINE (SODIQUE),HEMATOLOGIE ET HEMOSTASE,HEMOLAB PHARMA,"158,40","99,00","94,29",2056,
AMM ENREGISTREE,Commercialisé,FOLINATE DE CALCIUM AGUETTANT,100 MG,LYOPHILISAT,BOITE DE 1 FLACON,GN,FOLINATE (DE CALCIUM),CANCEROLOGIE-HEMATOLOGIE,HEMOLAB PHARMA,"107,50","67,20","63,97",2057,
AMM ENREGISTREE,Commercialisé,FOLINATE DE CALCIUM AGUETTANT,50 MG,LYOPHILISAT POUR USAGE PARENTERAL,BOITE DE 10 FL,GN,FOLINATE (DE CALCIUM),CANCEROLOGIE-HEMATOLOGIE,HEMOLAB PHARMA,"632,00","420,00","400,53",2058,
AMM ENREGISTREE,Non Commercialisé,FOLINATE DE CALCIUM AGUETTANT,50 MG,LYOPHILISAT POUR USAGE PARENTERAL,BOITE DE 5 FL,GN,FOLINATE (DE CALCIUM),CANCEROLOGIE-HEMATOLOGIE,HEMOLAB PHARMA,"344,00","228,00","217,85",2059,
AMM ENREGISTREE,Commercialisé,GLUCONATE DE CALCIUM PROAMP,"0,1",SOLUTION INJECTABLE,BOITE DE 50 AMPOULES DE 10ML,GN,CALCIUM (GLUCOHEPTONATE) // CALCIUM (GLUCONATE),METABOLISME NUTRITION DIABETE,HEMOLAB PHARMA,"271,00","170,00","161,90",2060,
AMM ENREGISTREE,Non Commercialisé,GLYCOCOLLE MEGDICH PHARMA,"0,015",SOLUTION INJECTABLE,POCHE DE 3 L,GN,GLYCINE,SOLUTION POUR PERFUSION,HEMOLAB PHARMA,"83,00","51,90","49,40",2061,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A,,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE,BIDON DE 5 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"63,20","39,50","37,62",2062,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A1,0,SOLUTE POUR HEMODIALYSE,BIDON DE 5 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"71,70","44,80","42,67",2063,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A1,0,SOLUTE POUR HEMODIALYSE,BIDON DE 6 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"72,00","45,00","42,86",2064,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A1,0,TRANSCUVE,1000 L,GN,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE,HEMODIALYSE,HEMOLAB PHARMA,"5062,00","4799,00","4571,20",2065,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A1,"172,19 / 5,49 / 9,48 / 3,74 / 8,85 G / L",SOLUTE POUR HEMODIALYSE,BIDON DE 10 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"96,00","60,00","57,14",2066,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A2,0,SOLUTE POUR HEMODIALYSE,BIDON DE 10 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"107,40","67,10","63,90",2067,
AMM ENREGISTREE,Non Commercialisé,HEMO-PUR A2,0,SOLUTE POUR HEMODIALYSE,BIDON DE 5 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"63,20","39,50","37,62",2068,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A2,0,SOLUTE POUR HEMODIALYSE,BIDON DE 6 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"75,80","47,40","45,14",2069,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A5,0,SOLUTE POUR HEMODIALYSE,BIDON DE 10 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"111,50","69,70","66,38",2070,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A5,0,TRANSCUVE,1000 L,GN,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE,HEMODIALYSE,HEMOLAB PHARMA,"5816,00","5575,00","5310,40",2071,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A5,"210,62 / 5,21 / 9 / 3,55 / 6,31 G / L",SOLUTE POUR HEMODIALYSE,BIDON DE 5 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"65,60","41,00","39,05",2072,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A5,"210,62 / 5,21 / 9 / 3,55 / 6,31 G / L",SOLUTE POUR HEMODIALYSE,BIDON DE 6 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"78,70","49,20","46,86",2073,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A6,,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE,BIDON DE 10 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"111,50","69,70","66,38",2074,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A6,,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE,BIDON DE 5 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"65,60","41,00","39,05",2075,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A6,,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE,BIDON DE 6 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"78,70","49,20","46,86",2076,
AMM ENREGISTREE,Commercialisé,HEMO-PUR A6,,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE,TRANSCUVE DE 1000 ML,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"5816,00","5575,00","5310,40",2077,
AMM ENREGISTREE,Non Commercialisé,HEMO-PUR AC1,"212,72 / 5,22 / 9 / 5,34 / 181,85 G / L",SOLUTE POUR HEMODIALYSE,BIDON DE 10 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACETATE DE SODIUM,HEMODIALYSE,HEMOLAB PHARMA,"161,40","100,90","96,10",2078,
AMM ENREGISTREE,Commercialisé,HEMO-PUR AG1,"172,19 / 36,83 / 5,49 / 9,48 / 3,74 / 8,85G / L",SOLUTE POUR HEMODIALYSE,BIDON DE 10 L,GN,CHLORURE DE SODIUM // GLUCOSE MONOHYDRATE  // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"107,40","67,10","63,90",2079,
AMM ENREGISTREE,Commercialisé,HEMO-PUR AG1,"172,19 / 36,83 / 5,49 / 9,48 / 3,74 / 8,85G / L",SOLUTE POUR HEMODIALYSE,BIDON DE 5 L,GN,CHLORURE DE SODIUM // GLUCOSE MONOHYDRATE  // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"63,20","39,50","37,62",2080,
AMM ENREGISTREE,Commercialisé,HEMO-PUR AG1,"172,19 / 36,83 / 5,49 / 9,48 / 3,74 / 8,85G / L",SOLUTE POUR HEMODIALYSE,BIDON DE 6 L,GN,CHLORURE DE SODIUM // GLUCOSE MONOHYDRATE  // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"75,80","47,40","45,14",2081,
AMM ENREGISTREE,Commercialisé,HEMO-PUR AG,,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE,BIDON DE 10 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"107,30","67,10","63,90",2082,
AMM ENREGISTREE,Commercialisé,HEMO-PUR AG5,,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE,BIDON DE 10 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE // GLUCOSE MONOHYDRATE,HEMODIALYSE,HEMOLAB PHARMA,"107,30","67,10","63,90",2083,
AMM ENREGISTREE,Commercialisé,HEMO-PUR AG,,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE,BIDON DE 5 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE // GLUCOSE MONOHYDRATE,HEMODIALYSE,HEMOLAB PHARMA,"63,20","39,50","37,62",2084,
AMM ENREGISTREE,Commercialisé,HEMO-PUR AG5,,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE,BIDON DE 5 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE // GLUCOSE MONOHYDRATE,HEMODIALYSE,HEMOLAB PHARMA,"63,20","39,50","37,62",2085,
AMM ENREGISTREE,Commercialisé,HEMO-PUR AG,,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE,BIDON DE 6 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"75,80","47,40","45,14",2086,
AMM ENREGISTREE,Commercialisé,HEMO-PUR AG5,,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE,BIDON DE 6 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE // GLUCOSE MONOHYDRATE,HEMODIALYSE,HEMOLAB PHARMA,"75,80","47,40","45,14",2087,
AMM ENREGISTREE,Commercialisé,HEMO-PUR AG,,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE,BIDON DE 1000 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE // ACIDE ACETIQUE,HEMODIALYSE,HEMOLAB PHARMA,"6178,00","5948,00","5665,00",2088,
AMM ENREGISTREE,Commercialisé,HEMO-PUR AG5,,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE,TRANSCUVE DE 1000 L,GN,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE // GLUCOSE MONOHYDRATE,HEMODIALYSE,HEMOLAB PHARMA,"6539,00","6320,00","6019,20",2089,
AMM ENREGISTREE,Commercialisé,HEMO-PUR B1,0,SOLUTE POUR HEMODIALYSE,BIDON DE 9 L,GN,CHLORURE DE SODIUM // BICARBONATE DE SODIUM,HEMODIALYSE,HEMOLAB PHARMA,"107,70","67,30","64,10",2090,
AMM ENREGISTREE,Commercialisé,HEMO-PUR B1,"23,53 / 63,95 G / L",SOLUTE POUR HEMODIALYSE,BIDON DE 10 L,GN,CHLORURE DE SODIUM // BICARBONATE DE SODIUM,HEMODIALYSE,HEMOLAB PHARMA,"108,80","68,00","64,77",2091,
AMM ENREGISTREE,Commercialisé,HEMO-PUR B1,"23,53 / 65,95 G / L",SOLUTE POUR HEMODIALYSE,BIDON DE 5 L,GN,CHLORURE DE SODIUM // BICARBONATE DE SODIUM,HEMODIALYSE,HEMOLAB PHARMA,"64,00","40,00","38,10",2092,
AMM ENREGISTREE,Commercialisé,HEPARINE MEDIS,25 000 UI,SOLUTION INJECTABLE,BOITE DE 10 FLACON DE 5 ML,GN,HEPARINE SODIQUE,HEMATOLOGIE ET HEMOSTASE,HEMOLAB PHARMA,"762,00","506,00","482,34",2093,
AMM ENREGISTREE,Non Commercialisé,IPRATROPIUM AGUETTANT ADULTES,"0,5 MG / 2 ML",SOLUTION POUR INHALATION,BOITE DE 10 RECIPIENT UNIDOSE DE 2 ML,GN,IPRATROPIUM (BROMURE),PNEUMOLOGIE,HEMOLAB PHARMA,"57,60","36,00","34,29",2094,
AMM RETIREE,Rertiré du Marché,IPRATROPIUM AGUETTANT ENFANTS,"0,25 MG / ML",SOLUTION POUR INHALATION,BOITE DE 10 RECIPIENT UNIDOSE DE 1 ML,GN,IPRATROPIUM (BROMURE),PNEUMOLOGIE,HEMOLAB PHARMA,"40,30","25,20","24,00",2095,
AMM ENREGISTREE,Commercialisé,LIDOCAINE / PRILOCAINE AGUETTANT,"5% (2,5 G - 2,5 G)",CREME + PANSEMENTS,BOITE DE 5 TUBES DE CREME + 10 PANSEMENTS,GN,LIDOCAINE // PRILOCAINE,ANESTHESIOLOGIE,HEMOLAB PHARMA,"174,70","109,20","103,97",2096,
AMM ENREGISTREE,Non Commercialisé,METRONIDAZOLE MEGDICH PHARMA,"0,005",SOLUTE INJECTABLE,POCHE DE 100 ML,GN,METRONIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,HEMOLAB PHARMA,"15,00","9,40","8,96",2097,
AMM ENREGISTREE,Commercialisé,MIDAZOLAM AGUETTANT,1 MG / ML,SOLUTE INJECTABLE,BOITE DE 10 AMPOULES DE 5 ML,GN,MIDAZOLAM,NEUROLOGIE-PSYCHIATRIE,HEMOLAB PHARMA,"118,10","73,80","70,32",2098,
AMM ENREGISTREE,Commercialisé,MIDAZOLAM AGUETTANT,5 MG / ML,SOLUTE INJECTABLE,BOITE DE 10 AMPOLUES DE 10 ML,GN,MIDAZOLAM,NEUROLOGIE-PSYCHIATRIE,HEMOLAB PHARMA,"666,00","442,00","421,90",2099,
AMM RETIREE,Rertiré du Marché,MIDAZOLAM AGUETTANT,5 MG / 5 ML,SOLUTE INJECTABLE,BOITE DE 10 AMPOULES DE 1 ML,GN,MIDAZOLAM,NEUROLOGIE-PSYCHIATRIE,HEMOLAB PHARMA,"126,40","78,70","70,32",2100,
AMM ENREGISTREE,Non Commercialisé,NALBUPHINE AGUETTANT,20 MG / 2 ML,SOLUTE INJECTABLE,BOITE DE 10 AMPOULES,GN,NALBUPHINE,ANTALGIQUES,HEMOLAB PHARMA,"264,00","165,40","157,54",2101,
AMM ENREGISTREE,Commercialisé,NICARDIPINE AGUETTANT,10 MG / 10 ML,SOLUTION INJECTABLE,BOITE DE 10 AMPOLUES DE 10ML,GN,NICARDIPINE (CHLORHYDRATE),CARDIOLOGIE ET ANGEIOLOGIE,HEMOLAB PHARMA,"153,80","96,10","91,52",2102,
AMM ENREGISTREE,Non Commercialisé,NONAN,0,SOLUTION INJECTABLE POUR PERFUSION,BOITE DE 25 FLACONS DE 40 ML,GN,FER (GLUCONATE) // ZINC (GLUCONATE DE)  // CUIVRE (GLUCONATE DE),METABOLISME NUTRITION DIABETE,HEMOLAB PHARMA,"1023,00","744,00","708,90",2103,
AMM ENREGISTREE,Commercialisé,NORADRENALINE TARTRATE AGUETTANT,"0,002",SOLUTE INJECTABLE,BOITE DE 10 AMPOULES DE 4 ML,GN,NORADRENALINE,ANESTHESIOLOGIE,HEMOLAB PHARMA,"756,00","503,00","479,05",2104,
AMM ENREGISTREE,Non Commercialisé,OLIGO-ELEMENTS AGUETTANT,"431,710 MG / 214,60 MG /87,600 MG / 779,630 MG / 110,530 MG / 114,340 MG / 10,950 MG / 5,910 MG / 10,25 MG / 9,2 MG",SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 10 ML,GN,FER (GLUCONATE) // GLUCONATE DE CUIVRE // GLUCONATE DE MANGANESE // GLUCONATE DE ZINC // FLUORURE DE SODIUM // GLUCONATE DE COBALTE // SELENITE DE SODIUM // IODURE DE SODIUM // MOLIBDATE D AMMONIUM QUADRIHYDRATE HEXAHYDRATE,METABOLISME NUTRITION DIABETE,HEMOLAB PHARMA,"45,80","28,60","27,26",2105,
AMM RETIREE,Rertiré du Marché,ONDANSETRON AGUETTANT,2 MG / ML,SOLUTION INJECTABLE,BOITE DE 10 AMPOULES DE 2 ML,GN,ONDANSETRON (CHLOHYDRATE),CANCEROLOGIE-HEMATOLOGIE,HEMOLAB PHARMA,"326,00","216,00","192,97",2106,
AMM RETIREE,Rertiré du Marché,ONDANSETRON AGUETTANT,2 MG / ML,SOLUTION INJECTABLE,BOITE DE 10 AMPOULES DE 4 ML,GN,ONDANSETRON (CHLOHYDRATE),CANCEROLOGIE-HEMATOLOGIE,HEMOLAB PHARMA,"522,00","346,00","309,12",2107,
AMM RETIREE,Rertiré du Marché,OXALISIN,5 MG / ML,CONCENTRE POUR SOLUTION POUR PERFUSION,BOITE D'UN 1 FLACON DE 10ML,GN,OXALIPLATINE,CANCEROLOGIE-HEMATOLOGIE,HEMOLAB PHARMA,"1089,00","812,00","773,64",2108,
AMM RETIREE,Rertiré du Marché,OXALISIN,5 MG / ML,CONCENTRE POUR SOLUTION POUR PERFUSION,BOITE D'UN 1 FLACON DE 20 ML,GN,OXALIPLATINE,CANCEROLOGIE-HEMATOLOGIE,HEMOLAB PHARMA,"1864,00","1610,00","1534,05",2109,
AMM RETIREE,Rertiré du Marché,PACLITAXEL PHARMACHEMIE,6 MG / ML,CONCENTRE POUR SOLUTION POUR PERFUSION,"FLACON DE 100 MG / 16,7 ML",GN,PACLITAXEL,CANCEROLOGIE-HEMATOLOGIE,HEMOLAB PHARMA,"823,00","547,00","521,01",2110,
AMM RETIREE,Rertiré du Marché,PACLITAXEL PHARMACHEMIE,6 MG / ML,CONCENTRE POUR SOLUTION POUR PERFUSION,FLACON DE 150 MG / 25 ML,GN,PACLITAXEL,CANCEROLOGIE-HEMATOLOGIE,HEMOLAB PHARMA,"1341,00","1071,00","1020,60",2111,
AMM RETIREE,Rertiré du Marché,PACLITAXEL PHARMACHEMIE,6 MG / ML,CONCENTRE POUR SOLUTION POUR PERFUSION,FLACON DE 300 MG / 50 ML,GN,PACLITAXEL,CANCEROLOGIE-HEMATOLOGIE,HEMOLAB PHARMA,"2069,00","1821,00","1735,02",2112,
AMM RETIREE,Rertiré du Marché,PACLITAXEL PHARMACHEMIE,6 MG / ML,CONCENTRE POUR SOLUTION POUR PERFUSION,FLACON DE 30 M / 5 ML,GN,PACLITAXEL,CANCEROLOGIE-HEMATOLOGIE,HEMOLAB PHARMA,"430,00","285,00","272,16",2113,
AMM ENREGISTREE,Commercialisé,PHENYLEPHRINE AGUETTANT,50 µG / ML,SOLUTION INJECTABLE,BOITE DE 10 SERINGUES PREREMPLIES DE 10 ML,GN,PHENYLEPHRINE,ANESTHESIOLOGIE,HEMOLAB PHARMA,"1365,00","1096,00","1044,39",2114,
AMM ENREGISTREE,Non Commercialisé,PLASMOHES,"0,06",SOLUTION POUR PERFUSION,BOITE DE 20 POCHES DE 500 ML,GN,HYDROXYETHYLAMIDON 200 000,SOLUTION POUR PERFUSION,HEMOLAB PHARMA,"1845,00","1590,00","1514,91",2115,
AMM ENREGISTREE,Non Commercialisé,RESINCALCIO,"99,75 G / 100 G",POUDRE POUR SUSPENSION ORALE,FLACON DE 400 G,GN,POLYSTYRENE SULFONATE DE CALCIUM,GASTRO-ENTEROLOGIE,HEMOLAB PHARMA,"333,00","221,00","210,79",2116,
AMM ENREGISTREE,Non Commercialisé,RESINSODIO,"99,75 G / 100 G",POUDRE POUR SUSPENSION ORALE,FLACON DE 400 G,GN,POLYSTYRENE SULFONATE DE SODIUM,GASTRO-ENTEROLOGIE,HEMOLAB PHARMA,"333,00","221,00","210,79",2117,
AMM ENREGISTREE,Non Commercialisé,ROYEN,500 MG,CAPSULE DURE,BOITE DE 120,GN,CALCIUM (ACETATE),METABOLISME NUTRITION DIABETE,HEMOLAB PHARMA,"130,80","81,80","77,88",2118,
AMM ENREGISTREE,Non Commercialisé,SALBUTAMOL IVAX CFC-FREE,100 µG,SUSPENSION POUR INHALATION,BOITE DE 200 DOSES,GN,SALBUTAMOL SULFATE,PNEUMOLOGIE,HEMOLAB PHARMA,"41,50","25,90","24,70",2119,
AMM ENREGISTREE,Commercialisé,SULAFTE DE MAGNESIUM PROAMP,"0,15 G / ML",SOLUTE INJECTABLE,BOITE DE 50 AMPOULES DE 10ML,GN,MAGNESIUM (SULFATE),VITAMINES,HEMOLAB PHARMA,"200,00","125,00","119,05",2120,
AMM ENREGISTREE,Commercialisé,TEGELINE,50 MG / ML,POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION,FLACON DE 5 G DE POUDRE ET FLACON DE 100 ML DE SOLVANT,PP,IMMUNOGLOBULINE HUMAINE NORMALE,HEMATOLOGIE ET HEMOSTASE,HEMOLAB PHARMA,"2851,00","2523,00","2403,25",2121,
AMM ENREGISTREE,Commercialisé,VIALEBEX,200 MG / ML,SOLUTION INJECTABLE,FLACON DE 100 ML,PP,ALBUMINE HUMAINE,HEMATOLOGIE ET HEMOSTASE,HEMOLAB PHARMA,"1096,00","819,00","780,50",2122,
AMM ENREGISTREE,Commercialisé,VIALEBEX,200 MG / ML,SOLUTION INJECTABLE,FLACON DE 50 ML,PP,ALBUMINE HUMAINE,HEMATOLOGIE ET HEMOSTASE,HEMOLAB PHARMA,"638,00","424,00","403,86",2123,
AMM ENREGISTREE,Commercialisé,WILFACTIN,100 UI / ML,SOLUTION INJECTABLE,FLACON DE 10ML,PP,FACTEUR DE WILLEBRAND,HEMATOLOGIE ET HEMOSTASE,HEMOLAB PHARMA,"10654,00","10453,00","10053,39",2124,
AMM ENREGISTREE,Non Commercialisé,YDRALBUM,200 G / L,SOLUTION PEUR PERFUSION,BOITE D'UN FLACON DE 100 ML,PP,ALBUMINE HUMAINE,HEMATOLOGIE ET HEMOSTASE,HEMOLAB PHARMA,"1096,00","819,00","780,50",2125,
AMM ENREGISTREE,Non Commercialisé,YDRALBUM,200 G / L,SOLUTION PEUR PERFUSION,BOITE D'UN FLACON DE 50 ML,PP,ALBUMINE HUMAINE,HEMATOLOGIE ET HEMOSTASE,HEMOLAB PHARMA,"638,00","424,00","403,86",2126,
AMM ENREGISTREE,Commercialisé,ACFOL,5 MG,COMPRIME,BOITE DE 28,GN,ACIDE FOLIQUE,HEMATOLOGIE ET HEMOSTASE,VERSALYA,"24,50","15,30","14,60",2127,
AMM ENREGISTREE,Commercialisé,ACIDE ALENDRONIQUE NORMON,70 MG,COMPRIME,BOITE DE 4,GN,ACIDE ALENDRONIQUE,RHUMATOLOGIE,IBERMA,"164,50","102,80","97,91",2128,
AMM ENREGISTREE,Commercialisé,ALGIXENE,250 MG,GELULE,BOITE DE 30,GN,NAPROXENE,ANTALGIQUES,IBERMA,"44,80","28,00","26,65",2129,
AMM ENREGISTREE,Commercialisé,ALGIXENE,500 MG,SUPPOSITOIRE,BOITE DE 12,GN,NAPROXENE,ANTALGIQUES,IBERMA,"38,10","23,80","22,70",2130,
AMM ENREGISTREE,Commercialisé,ALIVIAR,50 MG,GELULE,BOITE DE 20,GN,SULPIRIDE,NEUROLOGIE-PSYCHIATRIE,IBERMA,"25,20","15,80","15,02",2131,
AMM ENREGISTREE,Non Commercialisé,APIRETIL,100 MG / ML,SOLUTION BUVABLE,BOITE DE 1 FLACON DE 30 ML,GN,PARACETAMOL,ANTALGIQUES,IBERMA,"17,90","11,20","10,69",2132,
AMM ENREGISTREE,Commercialisé,APIRETIL,100 MG / ML,SOLUTION BUVABLE,BOITE DE 1 FLACON DE 60 ML,GN,PARACETAMOL,ANTALGIQUES,VERSALYA,"26,50","16,60","15,80",2133,
AMM ENREGISTREE,Non Commercialisé,APITHER SOUE-CUTANE ENTRETIEN,1000 UBT,SUSPENSION INJECTABLE,FLACON DE 4 ML,NA,EXTRAIT ALLERGENIQUE,ALLERGOLOGIE,IBERMA,"418,00","278,00","264,95",2134,
AMM ENREGISTREE,Non Commercialisé,APITHER SOUE-CUTANE INITIAL,1 / 10 / 100 UBT,SUSPENSION INJECTABLE,BOITE DE 3 FLACON DE 4 ML,NA,EXTRAIT ALLERGENIQUE,ALLERGOLOGIE,IBERMA,"617,00","410,00","390,95",2135,
AMM ENREGISTREE,Non Commercialisé,APITHER SUBLINGUAL ENTRETIEN,1000 UBT,SOLUTION D'EXTRAITS ALLERGENIQUES,BOITE DE 2 FLACON DE 5 ML,GN,EXTRAIT ALLERGENIQUE,ALLERGOLOGIE,IBERMA,"1089,00","812,00","773,66",2136,
